127.0.0.1 - - [20/Jul/2022:10:23:52 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.ttf HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:52 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:55 +0530] "GET /HealthCareProject/adminPatientList.jsp HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/addDoctor.jsp HTTP/1.1" 200 7191
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:51:59 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.ttf HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/addRecp.jsp HTTP/1.1" 200 4955
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/material-icon/css/material-design-iconic-font.min.css HTTP/1.1" 404 844
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff2 HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff2 HTTP/1.1" 404 821
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff2 HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.woff HTTP/1.1" 404 824
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.woff HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.woff HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-regular.ttf HTTP/1.1" 404 823
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-700.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-500.ttf HTTP/1.1" 404 819
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:03 +0530] "GET /HealthCareProject/fonts/poppins/poppins-v5-latin-italic.ttf HTTP/1.1" 404 822
0:0:0:0:0:0:0:1 - - [20/Jul/2022:10:52:07 +0530] "GET /HealthCareProject/adminRecpList.jsp HTTP/1.1" 200 133
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:06:20 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:06:21 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:06:25 +0530] "GET /HealthCareProject/adminRecpList.jsp HTTP/1.1" 200 977
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:08:31 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:08:31 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:08:32 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:08:32 +0530] "GET /HealthCareProject/AdminLogin.jsp?username=sunil%40gmail.com&password=sunil&signin=Log+In HTTP/1.1" 200 9098
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:08:35 +0530] "GET /HealthCareProject/adminWorkerList.jsp HTTP/1.1" 200 797
0:0:0:0:0:0:0:1 - - [20/Jul/2022:11:17:52 +0530] "GET /HealthCareProject/HomePage.jsp HTTP/1.1" 200 2403
